report_text,sif_binary,label_source,category,risk_level,sif_label,facility,department,label,python predict_v3.py
Incident observation 699: Handled a warm pipe fitting during planned shutdown work created a burn contact. Heat-resistant gloves were not used. The reported outcome was a burn requiring medical dressing. The pre-job checklist was incomplete.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Operations
,0,,,,,,,,Mechanical
,0,,,,,,,,Mechanical
,0,,,,,,,,Operations
,0,,,,,,,,Projects
Incident observation 1589: Cleaned a bench with compressed air at low pressure during normal production created a minor eye irritation. Safety glasses were not worn. The reported outcome was temporary dust irritation resolved after flushing. The hazard was visible before work began.,0,original_trusted,,,,,,,
,0,,,,,,,,Mechanical
,0,,,,,,,,Operations
,0,,,,,,,,Projects
Incident observation 784: Used a hand grinder during material movement created a grinding injury. The workpiece was poorly clamped. The reported outcome was a cut to the forearm requiring stitches. The pre-job checklist was incomplete.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
"While while completing an urgent task, a worker walked through a storage aisle. The unsafe act was that a small cable was left near the route. This led to minor trip; outcome was a slight ankle twist with no lost work time. The hazard was visible before work began.",0,original_trusted,,,,,,,
Incident observation 779: Handled a warm pipe fitting during planned shutdown work created a burn contact. Heat-resistant gloves were not used. The reported outcome was a burn requiring medical dressing. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
,0,,,,,,,,Projects
Incident observation 259: Handled sheet metal during planned shutdown work created a hand laceration. Cut-resistant gloves were not worn. The reported outcome was a deep cut requiring stitches. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
Incident observation 739: Handled sheet metal during planned shutdown work created a hand laceration. Cut-resistant gloves were not worn. The reported outcome was a deep cut requiring stitches. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
"A worker stood near a stack of materials while preparing equipment for service, despite the fact that the stack was not secured. The exposure involved object strike, resulting in a shoulder contusion requiring medical review. The worker received a verbal reminder but continued.",0,original_trusted,,,,,,,
,0,,,,,,,,Mechanical
Incident observation 1324: Handled wooden packaging while completing an urgent task created a minor splinter. Gloves were not worn. The reported outcome was a splinter removed on site without further treatment. The supervisor was not informed before the task started.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Logistics
,0,,,,,,,,Mechanical
Incident observation 1254: Adjusted a guarded machine component during a scheduled inspection created a pinch-point injury. Hands were placed close to a moving pinch point. The reported outcome was a bruised and fractured finger. The worker received a verbal reminder but continued.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Mechanical
"While during routine maintenance, a worker used a vibrating hand tool. The unsafe act was that the task continued longer than planned. This led to minor hand discomfort; outcome was temporary tingling that resolved after stopping work. A safer method was available nearby.",0,,Unsafe Act,Low,Non-SIF,Office Area,Administration,1.0,
Incident observation 744: Moved a carton during material movement created a minor abrasion. A rough edge was not covered. The reported outcome was a small forearm abrasion cleaned on site. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
,0,,,,,,,,Logistics
Incident observation 569: Worked in a hot process area during routine maintenance created a heat stress. Scheduled water breaks were missed. The reported outcome was dizziness requiring first-aid monitoring. The worker received a verbal reminder but continued.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Electrical Maintenance
"While during normal production, a worker transferred cleaning chemical. The unsafe act was that the transfer nozzle was aimed incorrectly. This led to minor chemical splash; outcome was eye irritation treated at the eyewash station. The worker received a verbal reminder but continued.",0,original_trusted,,,,,,,
,0,,,,,,,,Operations
,0,,,,,,,,Operations
,0,,,,,,,,Operations
,0,,,,,,,,Operations
,0,,,,,,,,Operations
Incident observation 1239: Walked beside a storage rack while preparing equipment for service created a near miss from dropped item. A light item was not placed securely. The reported outcome was no contact or injury. A safer method was available nearby.,0,original_trusted,,,,,,,
,0,,,,,,,,Projects
,0,,,,,,,,Projects
,0,,,,,,,,Operations
,0,,,,,,,,Logistics
,0,,,,,,,,Mechanical
Incident observation 484: Lifted a heavy container alone while completing an urgent task created a material-handling strain. A trolley was available but not used. The reported outcome was a back strain requiring clinic care. The supervisor was not informed before the task started.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Electrical Maintenance
Incident observation 679: Worked beneath a maintenance platform while preparing equipment for service created a falling-tool impact. Tools were not secured against dropping. The reported outcome was a shoulder injury requiring assessment. A safer method was available nearby.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
Incident observation 144: Used a hand grinder during material movement created a grinding injury. The workpiece was poorly clamped. The reported outcome was a cut to the forearm requiring stitches. The pre-job checklist was incomplete.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
"While completing an urgent task, a worker experienced noise exposure after they operated a pneumatic tool. Hearing protection was not worn. Outcome: temporary hearing symptoms requiring evaluation. A safer method was available nearby.",0,,Unsafe Act,Medium,Non-SIF,Warehouse,Logistics,1.0,
Incident observation 34: Walked past stored materials during a night shift created a minor bruise. Clearance around a rack was limited. The reported outcome was a small bruise with no medical treatment required. A safer method was available nearby.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
,0,,,,,,,,Mechanical
"While preparing equipment for service, a worker experienced minor muscle discomfort after they reached for light materials. The task was performed with an awkward posture. Outcome: brief shoulder discomfort that resolved after stretching. The hazard was visible before work began.",0,original_trusted,,,,,,,
Pipeline pressure surged during start-up due to closed valve downstream. Operator noticed gauge 200psi above normal. Quickly opened bypass relieving pressure. No rupture. Start-up checklist not followed - valve should have been verified open.,0,,Unsafe Act,Medium,Non-SIF,Refinery Pipeline Area,Operations Process,1.0,
,0,,,,,,,,Mechanical
,0,,,,,,,,Mechanical
,0,,,,,,,,Mechanical
"A worker worked in a hot process area during routine maintenance, despite the fact that scheduled water breaks were missed. The exposure involved heat stress, resulting in dizziness requiring first-aid monitoring. The hazard was visible before work began.",0,,Unsafe Act,Medium,Non-SIF,Construction Zone,Projects,1.0,
,0,,,,,,,,Mechanical
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Operations
Incident observation 1584: Swept a dry work area during material movement created a minor dust exposure. A dust mask was not used for a short task. The reported outcome was temporary throat irritation that resolved after water. The pre-job checklist was incomplete.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
,0,,,,,,,,Mechanical
"While during normal production, a worker reached near a stopped conveyor. The unsafe act was that the conveyor was restarted before clearance was confirmed. This led to conveyor contact; outcome was a bruised hand requiring treatment. The worker received a verbal reminder but continued.",0,,Unsafe Act,Medium,Non-SIF,Process Area,Operations,1.0,
Incident observation 879: Stood near a stack of materials while preparing equipment for service created a object strike. The stack was not secured. The reported outcome was a shoulder contusion requiring medical review. A safer method was available nearby.,0,original_trusted,,,,,,,
Incident observation 634: Passed through a low-clearance area during a night shift created a minor bump. Warning markings were overlooked. The reported outcome was mild soreness with no treatment required. A safer method was available nearby.,0,original_trusted,,,,,,,
,0,,,,,,,,Mechanical
Incident observation 1094: Worked briefly in a warm location during a scheduled inspection created a minor heat discomfort. A rest break was delayed. The reported outcome was mild discomfort resolved after water and rest. The worker received a verbal reminder but continued.,0,original_trusted,,,,,,,
Incident observation 1099: Handled a warm pipe fitting during planned shutdown work created a burn contact. Heat-resistant gloves were not used. The reported outcome was a burn requiring medical dressing. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
,0,,,,,,,,Logistics
Incident observation 1444: Walked through a storage aisle while completing an urgent task created a minor trip. A small cable was left near the route. The reported outcome was a slight ankle twist with no lost work time. The supervisor was not informed before the task started.,0,original_trusted,,,,,,,
,0,,,,,,,,Operations
,0,,,,,,,,Operations
Incident observation 864: Used a hand grinder during material movement created a grinding injury. The workpiece was poorly clamped. The reported outcome was a cut to the forearm requiring stitches. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
