report_id,site,activity,description_raw,binary_sif,sif_probability,priority
OIL-UC-1078,Duliajan Oilfield,Contractor oversight visit,Low-traffic footpath near Water Treatment Plant found with overgrown vegetation encroaching about 37 cm into the walkway.,0,0.09,Low
OIL-UC-1079,Digboi Refinery,Contractor oversight visit,Notice board near Reboiler Furnace Bay found with 6 outdated circulars still pinned alongside current ones.,0,0.15,Low
OIL-UC-1080,Jorhat Operations,Audit/compliance walkthrough,Noticeboard near Central Workshop displaying a safety poster overdue for its 25-month scheduled update.,0,0.1,Low
OIL-UC-1081,Moran Oilfield,Shift changeover check,"Walkway near Mud Logging Cabin found with a small patch of loose gravel, 4 metres from any vehicle or process route.",0,0.08,Low
OIL-UC-1082,Offshore Rig-04,Scheduled maintenance walkdown,"Storage shelf near Drill Floor found with non-hazardous spares stacked slightly above the marked height line, about 24 cm over.",0,0.12,Low
OIL-UC-1083,Guwahati Pipeline Station,Emergency-readiness drill prep,"Chair in the rest area near Mainline Block Valve Station found with a slightly loose leg, wobble noted but stable under normal use, reported 24 days ago.",0,0.1,Low
OIL-UC-1084,Duliajan Oilfield,Emergency-readiness drill prep,"Faded lane-marking paint observed near the Gas Compressor Station parking area, visibility reduced by roughly 17%.",0,0.05,Low
OIL-UC-1085,Digboi Refinery,Routine inspection round,"Small water stain noted on a ceiling tile near Benzene Storage Tank Farm, traced to an old, now-repaired roof leak; no active leak for over 28 weeks.",0,0.05,Low
OIL-UC-1086,Jorhat Operations,Emergency-readiness drill prep,"Visitor log near Diesel Fuel Island found with 28 entries missing the induction-confirmation checkbox, though inductions were verbally confirmed by staff.",0,0.12,Low
OIL-UC-1087,Moran Oilfield,Shift changeover check,"Garden hose found coiled loosely across a low-traffic pedestrian path near Rig Floor Catwalk / V-Door, left out for approximately 17 hours.",0,0.05,Low
OIL-UC-1088,Offshore Rig-04,Emergency-readiness drill prep,"Lint buildup observed inside a utility dryer vent near Catwalk / V-Door, last cleaned approximately 26 months ago.",0,0.04,Low
OIL-UC-1089,Guwahati Pipeline Station,Emergency-readiness drill prep,"Utility shelf near SCADA Control Room found with cleaning supplies stacked neatly but close to the marked capacity line, about 14% full.",0,0.15,Low
OIL-UC-1090,Duliajan Oilfield,Scheduled maintenance walkdown,"Small puddle of rainwater observed near Flowline ROW Section 4, 16 metres away from any electrical or process equipment.",0,0.03,Low
OIL-UC-1091,Digboi Refinery,Shift changeover check,"Outdated version of a general facility map displayed near Battery Room, superseded layout approximately 23 months old.",0,0.14,Low
OIL-UC-1092,Jorhat Operations,Contractor oversight visit,"Bicycle/scooter parking area near Warehouse found with uneven surface in one corner, away from any vehicle movement path, noted 24 days ago.",0,0.1,Low
OIL-UC-1093,Moran Oilfield,Shift changeover check,Security logbook near Rig Floor Catwalk / V-Door found with a supply gap (pen missing) for about 36 hours; log itself was maintained without interruption.,0,0.15,Low
OIL-UC-1094,Offshore Rig-04,Audit/compliance walkthrough,"Minor rust patch observed on a non-structural roof panel near Moon Pool Area, no leak or structural concern identified over 13 months of monitoring.",0,0.16,Low
OIL-UC-1095,Guwahati Pipeline Station,Audit/compliance walkthrough,"Break-room refrigerator near Pig Launcher found running slightly warm (8 degrees above setpoint), no food-safety incident reported.",0,0.09,Low
OIL-UC-1096,Duliajan Oilfield,Audit/compliance walkthrough,Signage near Chemical Injection Skid directing to the muster point found slightly faded but still legible from 29 metres.,0,0.16,Low
OIL-UC-1097,Digboi Refinery,Scheduled maintenance walkdown,"Non-critical spare-parts bin near Battery Room found unlabeled for approximately 38 weeks, contents still identifiable by staff.",0,0.06,Low
OIL-UC-1098,Jorhat Operations,Audit/compliance walkthrough,Low-traffic footpath near Compressed Gas Store found with overgrown vegetation encroaching about 2 cm into the walkway.,0,0.15,Low
OIL-UC-1099,Moran Oilfield,Shift changeover check,Notice board near Telescopic Mast Assembly found with 14 outdated circulars still pinned alongside current ones.,0,0.09,Low
OIL-UC-1100,Offshore Rig-04,Contractor oversight visit,Noticeboard near Mud Pump Room displaying a safety poster overdue for its 22-month scheduled update.,0,0.14,Low
OIL-UC-1101,Guwahati Pipeline Station,Shift changeover check,"Walkway near LCNG/LNG Dispensing Station found with a small patch of loose gravel, 34 metres from any vehicle or process route.",0,0.12,Low
OIL-UC-1102,Duliajan Oilfield,Audit/compliance walkthrough,"Storage shelf near Perforating Gun Store found with non-hazardous spares stacked slightly above the marked height line, about 20 cm over.",0,0.05,Low
OIL-UC-1103,Digboi Refinery,Audit/compliance walkthrough,"Chair in the rest area near Battery Room found with a slightly loose leg, wobble noted but stable under normal use, reported 13 days ago.",0,0.1,Low
OIL-UC-1104,Jorhat Operations,Shift changeover check,"Faded lane-marking paint observed near the Training Center parking area, visibility reduced by roughly 2%.",0,0.07,Low
OIL-UC-1105,Moran Oilfield,Audit/compliance walkthrough,"Small water stain noted on a ceiling tile near Rig Floor Catwalk / V-Door, traced to an old, now-repaired roof leak; no active leak for over 39 weeks.",0,0.12,Low
OIL-UC-1106,Offshore Rig-04,Contractor oversight visit,"Visitor log near Life Boat Station found with 30 entries missing the induction-confirmation checkbox, though inductions were verbally confirmed by staff.",0,0.06,Low
OIL-UC-1107,Guwahati Pipeline Station,Shift changeover check,"Garden hose found coiled loosely across a low-traffic pedestrian path near Metering Skid, left out for approximately 7 hours.",0,0.1,Low
OIL-UC-1108,Duliajan Oilfield,Emergency-readiness drill prep,"Lint buildup observed inside a utility dryer vent near Chemical Injection Skid, last cleaned approximately 7 months ago.",0,0.15,Low
OIL-UC-1109,Digboi Refinery,Emergency-readiness drill prep,"Utility shelf near Hydrocracker Unit found with cleaning supplies stacked neatly but close to the marked capacity line, about 16% full.",0,0.06,Low
OIL-UC-1110,Jorhat Operations,Pre-operation verification,"Small puddle of rainwater observed near Central Workshop, 17 metres away from any electrical or process equipment.",0,0.11,Low
OIL-UC-1111,Moran Oilfield,Pre-operation verification,"Outdated version of a general facility map displayed near Drilling Rig Substructure, superseded layout approximately 31 months old.",0,0.15,Low
OIL-UC-1112,Offshore Rig-04,Pre-operation verification,"Bicycle/scooter parking area near Helideck found with uneven surface in one corner, away from any vehicle movement path, noted 26 days ago.",0,0.08,Low
OIL-UC-1113,Guwahati Pipeline Station,Emergency-readiness drill prep,Security logbook near Pig Launcher found with a supply gap (pen missing) for about 8 hours; log itself was maintained without interruption.,0,0.09,Low
OIL-UC-1114,Duliajan Oilfield,Audit/compliance walkthrough,"Minor rust patch observed on a non-structural roof panel near Water Treatment Plant, no leak or structural concern identified over 5 months of monitoring.",0,0.06,Low
OIL-UC-1115,Digboi Refinery,Emergency-readiness drill prep,"Break-room refrigerator near Effluent Treatment Plant found running slightly warm (10 degrees above setpoint), no food-safety incident reported.",0,0.09,Low
OIL-UC-1116,Jorhat Operations,Shift changeover check,Signage near Training Center directing to the muster point found slightly faded but still legible from 40 metres.,0,0.15,Low
OIL-UC-1117,Moran Oilfield,Pre-operation verification,"Non-critical spare-parts bin near Camp Site found unlabeled for approximately 34 weeks, contents still identifiable by staff.",0,0.14,Low
OIL-UC-1118,Offshore Rig-04,Contractor oversight visit,Low-traffic footpath near Life Boat Station found with overgrown vegetation encroaching about 12 cm into the walkway.,0,0.14,Low
OIL-UC-1119,Guwahati Pipeline Station,Emergency-readiness drill prep,Notice board near LCNG/LNG Dispensing Station found with 17 outdated circulars still pinned alongside current ones.,0,0.11,Low
OIL-UC-1120,Duliajan Oilfield,Shift changeover check,Noticeboard near Water Treatment Plant displaying a safety poster overdue for its 17-month scheduled update.,0,0.09,Low
OIL-UC-1121,Digboi Refinery,Shift changeover check,"Walkway near Hydrocracker Unit found with a small patch of loose gravel, 17 metres from any vehicle or process route.",0,0.07,Low
OIL-UC-1122,Jorhat Operations,Scheduled maintenance walkdown,"Storage shelf near Central Workshop found with non-hazardous spares stacked slightly above the marked height line, about 10 cm over.",0,0.06,Low
OIL-UC-1123,Moran Oilfield,Routine inspection round,"Chair in the rest area near Mud Logging Cabin found with a slightly loose leg, wobble noted but stable under normal use, reported 15 days ago.",0,0.08,Low
OIL-UC-1124,Offshore Rig-04,Pre-operation verification,"Faded lane-marking paint observed near the SPM Mooring Buoy Support Vessel parking area, visibility reduced by roughly 31%.",0,0.04,Low
OIL-UC-1125,Guwahati Pipeline Station,Contractor oversight visit,"Small water stain noted on a ceiling tile near Pipeline ROW River Crossing, traced to an old, now-repaired roof leak; no active leak for over 39 weeks.",0,0.03,Low
OIL-UC-1126,Duliajan Oilfield,Routine inspection round,"Visitor log near Perforating Gun Store found with 32 entries missing the induction-confirmation checkbox, though inductions were verbally confirmed by staff.",0,0.15,Low
OIL-UC-1127,Digboi Refinery,Audit/compliance walkthrough,"Garden hose found coiled loosely across a low-traffic pedestrian path near Battery Room, left out for approximately 28 hours.",0,0.13,Low
OIL-UC-1128,Jorhat Operations,Scheduled maintenance walkdown,"Lint buildup observed inside a utility dryer vent near Diesel Fuel Island, last cleaned approximately 40 months ago.",0,0.09,Low
OIL-UC-1129,Moran Oilfield,Routine inspection round,"Utility shelf near Well Test Separator found with cleaning supplies stacked neatly but close to the marked capacity line, about 33% full.",0,0.08,Low
OIL-UC-1130,Offshore Rig-04,Emergency-readiness drill prep,"Small puddle of rainwater observed near Accommodation Module, 12 metres away from any electrical or process equipment.",0,0.09,Low
OIL-UC-1131,Guwahati Pipeline Station,Audit/compliance walkthrough,"Outdated version of a general facility map displayed near Pig Launcher, superseded layout approximately 27 months old.",0,0.1,Low
OIL-UC-1132,Duliajan Oilfield,Scheduled maintenance walkdown,"Bicycle/scooter parking area near Workover Rig Site found with uneven surface in one corner, away from any vehicle movement path, noted 29 days ago.",0,0.14,Low
OIL-UC-1133,Digboi Refinery,Pre-operation verification,Security logbook near Naphtha Splitter Unit found with a supply gap (pen missing) for about 18 hours; log itself was maintained without interruption.,0,0.07,Low
OIL-UC-1134,Jorhat Operations,Emergency-readiness drill prep,"Minor rust patch observed on a non-structural roof panel near Warehouse, no leak or structural concern identified over 23 months of monitoring.",0,0.14,Low
OIL-UC-1135,Moran Oilfield,Shift changeover check,"Break-room refrigerator near Rig Floor Catwalk / V-Door found running slightly warm (28 degrees above setpoint), no food-safety incident reported.",0,0.14,Low
OIL-UC-1136,Offshore Rig-04,Routine inspection round,Signage near Drill Floor directing to the muster point found slightly faded but still legible from 36 metres.,0,0.16,Low
OIL-UC-1137,Guwahati Pipeline Station,Emergency-readiness drill prep,"Non-critical spare-parts bin near SCADA Control Room found unlabeled for approximately 6 weeks, contents still identifiable by staff.",0,0.15,Low
OIL-UC-1138,Duliajan Oilfield,Scheduled maintenance walkdown,Low-traffic footpath near Wellhead Cluster 3 found with overgrown vegetation encroaching about 17 cm into the walkway.,0,0.14,Low
