report_id,report_type,report_date,site,unit,activity,description_clean,sif_label,binary_sif,sif_probability,life_saving_rules,hazard_energy,barrier_failure,credible_consequence,recommended_action,evidence_text,status
OIL-UC-0209,unsafe conditions,28-03-2026,Moran Oilfield,Laundry Room,Camp facilities,Camp laundry room found with a lint buildup inside the dryer vent noted during a routine facilities check.,Low,0,0.13,Process Safety (minor),Thermal (minor),Degraded - routine maintenance overdue on a low-energy appliance,Low-likelihood minor fire risk in a domestic-scale appliance,Schedule dryer vent cleaning,lint buildup inside the dryer vent,Open
OIL-UC-0210,unsafe conditions,31-03-2026,Offshore Rig-04,Utility Room,Crew welfare,"Utility room shelf found slightly overloaded with cleaning supplies, within the room's overall weight capacity.",Low,0,0.05,,Gravity (minimal),Functioning - within capacity despite appearing full,Negligible,Redistribute items for tidiness,slightly overloaded with cleaning supplies,Open
OIL-UC-0211,unsafe conditions,03-04-2026,Guwahati Pipeline Station,Bicycle Shed,Facility upkeep,"Bicycle shed roof found with a minor rust patch, no leak or structural concern identified.",Low,0,0.04,,,Functioning,"Cosmetic, negligible",Monitor at next facility inspection,"minor rust patch, no leak or structural concern",Open
OIL-UC-0212,unsafe conditions,06-04-2026,Duliajan Oilfield,HSE Notice Board,Communication,HSE notice board found with the monthly safety statistics poster one week overdue for update.,Low,0,0.06,,,Degraded - communication cadence lapse,"Negligible, informational gap only",Update poster and set calendar reminder,one week overdue for update,Resolved
OIL-UC-0213,unsafe conditions,09-04-2026,Digboi Refinery,Admin Parking Lot,Vehicle parking,Admin building parking lot found with faded lane-marking paint in the visitor section.,Low,0,0.07,Safe Driving (minor),Mechanical Motion (minor),Degraded - visual guidance faded in low-speed area,Minor risk of parking misjudgment at low speed,Repaint lane markings at next facility upkeep cycle,faded lane-marking paint in the visitor section,Open
OIL-UC-0214,unsafe conditions,12-04-2026,Jorhat Operations,Security Gate,Site access,"Security gate logbook found with a pen missing, guard used a personal pen to maintain the log without interruption.",Low,0,0.03,,,Functioning - log maintained despite minor supply gap,Negligible,Restock stationery at gate,pen missing ... used a personal pen,Open
OIL-UC-0215,unsafe conditions,15-04-2026,Moran Oilfield,Drying Yard,Equipment drying area,"Small puddle of rainwater found in the equipment drying yard, away from any electrical or process equipment.",Low,0,0.05,Line of Fire (minor),Gravity (minor),Functioning - no hazardous interaction present,"Negligible, minor slip risk only","Allow natural drainage, monitor after heavy rain",small puddle of rainwater ... away from any electrical or process equipment,Open
OIL-UC-0216,unsafe conditions,18-04-2026,Digboi Refinery,Amine Regeneration Unit,H2S stripping,Amine unit H2S monitoring system found completely offline for 2 days with no interim monitoring plan implemented.,Critical,1,0.72,Process Safety,Chemical/Process,Absent - toxic gas detection barrier fully down with no compensating measure,Undetected H2S release causing fatality risk to personnel,Shut down unit until monitoring restored or deploy portable detectors immediately,monitoring system found completely offline for 2 days,Resolved
OIL-UC-0217,unsafe conditions,21-04-2026,Duliajan Oilfield,High Pressure Gas Well,Gas well testing,"High-pressure gas well choke manifold found with two of three isolation valves seized open, unable to isolate well in an emergency.",Critical,1,0.75,Process Safety; Well Control,Mechanical/Pressure,Absent - emergency isolation capability critically compromised,"Inability to shut in well during a blowout scenario, potential catastrophic event","Stop operations, free or replace seized valves before continuing",two of three isolation valves seized open,Open
OIL-UC-0218,unsafe conditions,24-04-2026,Offshore Rig-04,Gas Detection Network,Platform-wide monitoring,"Platform-wide fixed gas detection network found with the central controller displaying a persistent fault code, no alarms reaching the control room for over 12 hours.",Critical,1,0.73,Process Safety,Chemical/Process,Absent - platform-wide detection barrier non-functional,Undetected gas release anywhere on the platform with no automatic alarm,"Escalate to emergency maintenance immediately, post manual gas-watch until restored",no alarms reaching the control room for over 12 hours,Open
OIL-UC-0219,unsafe conditions,27-04-2026,Guwahati Pipeline Station,Mainline Block Valve,Pipeline isolation,"Mainline block valve actuator found with a failed pneumatic supply line, valve unable to be remotely closed during the monthly ESD test.",Critical,1,0.7,Process Safety,Mechanical/Pressure,Absent - remote emergency isolation for the mainline confirmed non-functional,Inability to isolate a major pipeline section during a rupture event,"Repair pneumatic supply immediately, station a manual-override-trained operator until fixed",unable to be remotely closed during the monthly ESD test,Open
OIL-UC-0220,unsafe conditions,30-04-2026,Moran Oilfield,Drilling Rig,Well control equipment,"Kick detection flow sensors on the drilling rig found giving erratic readings during active drilling, crew relying on visual pit-level checks only.",Critical,1,0.69,Process Safety; Well Control,Chemical/Process (well kick),Degraded - primary well-control detection barrier unreliable during active operations,Delayed kick detection leading to uncontrolled well influx,"Halt drilling, repair sensors, verify function before resuming",erratic readings ... relying on visual pit-level checks only,Resolved
OIL-UC-0221,unsafe conditions,03-05-2026,Digboi Refinery,Sulphur Recovery Unit,Sulphur processing,"Sulphur recovery unit tail gas incinerator found operating with its flame-failure detection system disabled after a false-trip incident, not yet re-enabled.",Critical,1,0.68,Process Safety,Thermal/Chemical,Absent - flame-failure safety barrier disabled and left off,Undetected flame-out allows unburned toxic tail gas release,"Re-enable flame-failure detection immediately, investigate false-trip cause separately",flame-failure detection system disabled ... not yet re-enabled,Open
OIL-UC-0222,unsafe conditions,06-05-2026,Duliajan Oilfield,Crude Oil Pipeline Pump Station,Pump operation,"Pump station overpressure trip (PSHH) found bypassed at the DCS level during a vendor software update, bypass not removed after update completed.",Critical,1,0.71,Process Safety,Mechanical/Pressure,Absent - high-high pressure trip barrier bypassed and left in place,"Pump station overpressure event, potential pipeline rupture","Remove bypass immediately, verify trip function, review change-management process for vendor work",PSHH ... bypassed ... not removed after update completed,Open
OIL-UC-0223,unsafe conditions,09-05-2026,Jorhat Operations,Chemical Warehouse,Hazardous material storage,"Chemical warehouse sprinkler system found with the main control valve closed and tagged 'under maintenance' with no completion date, warehouse remaining in full operational use.",Critical,1,0.66,Emergency Response,Thermal,Absent - fire suppression barrier for a hazardous-material store disabled indefinitely,Uncontrolled fire spread in a chemical storage area,Restore sprinkler system or relocate/reduce inventory until fixed,main control valve closed ... no completion date,Open
OIL-UC-0224,unsafe conditions,12-05-2026,Offshore Rig-04,Wellhead Platform,Subsea safety valve,"Subsea safety valve (SCSSV) test found overdue by 4 months, well continuing production without the test being performed.",Critical,1,0.74,Process Safety; Well Control,Chemical/Process,Absent - subsurface well-control barrier readiness unverified during continued production,SCSSV failure during an uncontrolled event allows uncontrolled flow,"Schedule SCSSV test at earliest safe opportunity, evaluate need for interim production curtailment",test found overdue by 4 months ... continuing production without the test,Resolved
OIL-UC-0225,unsafe conditions,15-05-2026,Guwahati Pipeline Station,LPG Transfer Point,Product transfer,LPG transfer point found with the emergency shutdown pull-cord physically disconnected from the shutdown valve linkage.,Critical,1,0.7,Emergency Response; Process Safety,Chemical/Process,Absent - manual emergency shutdown capability non-functional at an LPG transfer point,"Inability to manually stop transfer during a release, escalation to major fire/explosion",Reconnect and function-test the shutdown linkage before resuming transfers,pull-cord physically disconnected from the shutdown valve linkage,Open
OIL-UC-0226,unsafe conditions,18-05-2026,Duliajan Oilfield,Water Treatment Plant,Chlorination,"Chlorine gas cylinder changeover area found with the emergency chlorine leak detector's audible alarm volume set very low, barely audible over ambient plant noise.",Medium,1,0.37,Process Safety,Chemical/Process,Degraded - alarm audibility reduced in a noisy work environment,Delayed response to a chlorine leak during cylinder changeover,"Increase alarm volume/add visual beacon, verify audibility at typical noise levels",alarm volume set very low,Open
OIL-UC-0227,unsafe conditions,21-05-2026,Digboi Refinery,Pipe Rack,Piping support,"Pipe rack support beam found with visible surface rust at a load-bearing weld, no structural assessment yet requested.",Medium,1,0.35,Process Safety,Mechanical/Gravity,Degraded - structural integrity of a load-bearing element unassessed after visible corrosion,Potential pipe rack sag or localized failure over time,"Request structural assessment of the weld, monitor until inspected",visible surface rust at a load-bearing weld,Open
OIL-UC-0228,unsafe conditions,24-05-2026,Jorhat Operations,Diesel Fuel Island,Vehicle refueling,"Diesel fuel island nozzle found with a slow drip after release, small stain accumulating on the ground beneath.",High,1,0.42,Process Safety,Chemical/Process,Degraded - nozzle seal barrier leaking,Accumulated fuel creates slip and minor fire-fuel-source risk,"Replace nozzle seal, clean stained area",slow drip after release,Resolved
