python predict_v3.py
report_text,category,risk_level,sif_label,sif_binary,facility,department
"During a scheduled inspection, a worker entered a confined space with no gas monitoring and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker reached into a moving machine without applying lockout-tagout and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"While completing an urgent task, a worker operated a forklift using the seatbelt as required and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a night shift, a worker worked at height on an elevated platform with fall protection properly attached and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker stood directly below a suspended load beneath the load in the restricted area and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"While completing an urgent task, a worker inspected rotating equipment with guards installed and secured and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker worked at height on an elevated platform with full fall protection in place and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker performed welding without clearing combustibles and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During routine maintenance, a worker inspected rotating equipment with machine guards properly installed and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker performed welding with valid permit and combustibles cleared and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During normal production, a worker operated a forklift with seatbelt properly worn and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During planned shutdown work, a worker worked at height on an elevated platform with no harness attached and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker stood directly below a suspended load entering the restricted area and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a scheduled inspection, a worker worked at height on an elevated platform and no fall arrest was used and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a scheduled inspection, a worker entered a confined space without atmosphere verification and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker stood directly below a suspended load beneath the load in the restricted area causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"While completing an urgent task, a worker operated a forklift with no seatbelt resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"While completing an urgent task, a worker opened an electrical panel with no electrical isolation causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"While completing an urgent task, a worker opened an electrical panel after confirming the panel was dead and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a night shift, a worker worked at height on an elevated platform with a harness and connected lanyard and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker stood directly below a suspended load without respecting the barricade and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During normal production, a worker entered a confined space with no permit or gas test and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
Worker using phone while walking - slipped on oil spill. Fractured wrist. Oil spill not cleaned from earlier. Worker not watching where walking. Spill wasn't reported - crew unaware. Significant injury.,Unsafe Act,Medium,Non-SIF,0,Process Area Walkways,Operations
"During planned shutdown work, a worker opened an electrical panel after de-energizing and verifying zero voltage and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker performed welding without clearing combustibles resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
Worker asphyxiated in confined space - rescued unconscious. Worker entered storage tank. Oxygen depleted. Rescue team used SCBA. Worker found after 10 minutes. No pre-entry testing. Permit not obtained. Revived with oxygen.,Unsafe Act,High,SIF,1,Storage Tank Area,Operations
"During planned shutdown work, a worker reached into a moving machine without applying lockout-tagout and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During planned shutdown work, a worker stood directly below a suspended load beneath the load in the restricted area and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During routine maintenance, a worker stood directly below a suspended load beneath the load in the restricted area causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During routine maintenance, a worker stopped the machine, lockout-tagout was applied, and verified zero energy before work. and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker entered a confined space after testing the atmosphere and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker inspected rotating equipment after ensuring guards were installed and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a scheduled inspection, a worker inspected rotating equipment with the guard removed and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During planned shutdown work, a worker inspected rotating equipment after ensuring guards were installed and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
