report_id,site,activity,description_raw,sif_probability,binary_sif,priority
NM_0235,Pipeline ROW,Pipe spool welding,"Before/during Pipe spool welding at Pipeline ROW, Atmosphere not tested. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.",0.010875709,0,Low
NM_0785,Wellsite,Pipe spool welding,"Near-miss observation: while performing Pipe spool welding at Wellsite, the team found that Tool inspection missing. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.",0.97880244,1,Critical
NM_0087,Refinery unit,Housekeeping inspection,A Guard missing was identified during Housekeeping inspection at Refinery unit. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.,0.0030179108,0,Low
NM_0552,Pipeline ROW,Instrument calibration,Inspection revealed Pneumatic energy isolation was not locked and residual pressure remained in the line during Instrument calibration at Pipeline ROW. The activity was stopped as it could have resulted in serious harm. A supervisor issued a stop-work intervention and required a formal control verification.,0.89909583,1,Critical
NM_0386,Wellsite,LPG bottling operations,A Guard missing was identified during LPG bottling operations at Wellsite. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.,0.004391682,0,Low
NM_0771,Drilling rig,Hot work (welding/grinding),"During routine checks at Drilling rig, Test manifold lacked verified restraint and pressure-release exclusion controls was observed during Hot work (welding/grinding). Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9818079,1,Critical
NM_0277,Tank farm,Loading/unloading operations,"Near-miss observation: while performing Loading/unloading operations at Tank farm, the team found that Communication failure. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.028812796,0,Low
NM_0427,Offshore platform,LPG bottling operations,"During LPG bottling operations at Offshore platform, PPE not used. The situation had credible potential for serious injury. A supervisor issued a stop-work intervention and required a formal control verification.",0.9765107,1,Critical
NM_0708,Wellsite,Housekeeping inspection,"During routine checks at Wellsite, Gas testing was overdue and no dedicated fire watch was assigned was observed during Housekeeping inspection. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.",0.9378026,1,Critical
NM_0800,Pipeline ROW,Pressure vessel testing,"Before/during Pressure vessel testing at Pipeline ROW, Damaged pallet and unstable load were being raised without a spotter. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.",0.04339095,0,Low
NM_0310,Maintenance yard,Sampling and testing,"Near-miss observation: while performing Sampling and testing at Maintenance yard, the team found that Damaged pallet and unstable load were being raised without a spotter. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.",0.006619462,0,Low
NM_0671,Storage depot,Process unit startup/shutdown,"Before/during Process unit startup/shutdown at Storage depot, Tool inspection missing. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.085278116,0,Low
NM_0599,Gas processing unit,Pump maintenance,"Shift crew reported that during Pump maintenance in Gas processing unit, Work scope had changed but the permit and job safety analysis were not revalidated. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.9304517,1,Critical
NM_0315,Wellsite,Lifting valve actuator,"Before/during Lifting valve actuator at Wellsite, Gas test missing. Work was stopped temporarily and resumed after verification. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.007488682,0,Low
NM_0260,Gas processing unit,Instrument calibration,"During routine checks at Gas processing unit, Isolation not verified was observed during Instrument calibration. Work was paused until the issue was addressed. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.005634212,0,Low
NM_0463,Truck loading bay,Crude transfer vehicle movement,"Near-miss observation: while performing Crude transfer vehicle movement at Truck loading bay, the team found that Sample bottle label was unclear and secondary containment was not positioned. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.",0.19512151,0,Low
